battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1965,yes,1.1,no,16,yes,34,0.2,167,2,17,1136,1813,716,18,2.0,3,yes,no,yes,1
1979,no,1.4000000000000001,yes,2,no,31,0.5,183,8,6,1145,1356,2643,8,2.0,8,no,no,no,3
685,no,0.7999999999999999,no,5,no,19,1.0,183,4,17,954,1985,2624,16,3.0,6,no,no,yes,2
1696,no,1.9000000000000001,no,0,no,53,1.1,196,6,0,1194,1208,1655,7,5.0,7,yes,no,no,2
1373,no,0.6,no,4,no,52,0.6,177,4,19,471,663,3036,13,6.0,9,no,no,no,2
553,yes,2.9,no,0,yes,54,0.2,182,7,15,169,1916,1416,6,1.0,20,yes,no,yes,0
952,yes,0.6,no,9,no,55,0.2,166,5,10,774,843,1097,14,12.0,14,no,yes,no,0
1083,yes,2.6,yes,13,no,49,1.1,109,3,17,284,519,327,9,1.0,7,no,no,yes,0
608,no,2.6,no,1,yes,53,0.30000000000000004,156,4,2,465,1152,1225,19,12.0,8,yes,no,no,0
959,yes,0.7999999999999999,no,0,yes,4,0.2,170,2,0,38,1682,1900,12,4.0,4,yes,yes,no,1
1683,yes,2.6,yes,6,no,18,0.4,177,1,7,850,1005,2267,5,3.0,21,yes,yes,yes,2
1755,no,1.3,no,8,yes,12,1.0,123,7,17,387,1595,1447,17,16.0,13,yes,yes,yes,1
1634,yes,1.5,no,0,no,41,0.2,142,4,1,706,1623,2616,5,4.0,16,yes,no,no,2
1951,yes,1.5,no,7,no,57,0.4,155,7,11,951,1178,358,5,3.0,20,no,no,no,0
690,no,2.6,yes,0,no,57,0.9,141,7,3,426,1964,3747,17,1.0,5,no,yes,no,3
1124,no,2.9,no,0,no,28,0.7,194,3,4,1578,1963,1404,14,10.0,4,no,yes,no,1
506,yes,0.6,yes,2,yes,46,1.0,182,5,14,280,1795,2087,13,5.0,9,yes,no,no,1
1156,no,0.6,no,12,yes,14,0.7999999999999999,166,7,14,251,1801,589,8,3.0,5,yes,yes,yes,0
1729,no,2.2,no,2,yes,63,0.7,95,7,8,1463,1992,2459,19,13.0,8,yes,no,yes,3
1950,no,2.9,yes,5,yes,18,0.30000000000000004,145,2,14,477,571,818,16,2.0,4,yes,no,no,0
1220,yes,2.9,yes,3,no,39,0.9,160,7,14,1122,1746,1669,10,0.0,13,no,no,no,1
533,no,1.2000000000000002,no,10,no,63,0.7999999999999999,199,7,14,145,1903,2960,17,1.0,20,no,yes,no,2
578,no,1.3,no,1,no,30,0.9,172,8,5,847,893,2802,11,6.0,17,no,yes,yes,2
675,yes,1.8,yes,3,yes,22,0.2,98,1,5,594,1088,2052,7,2.0,18,yes,yes,no,1
866,no,1.8,no,3,yes,35,0.4,113,3,7,663,1805,1906,12,8.0,14,yes,yes,yes,1
625,yes,1.0,no,1,yes,3,0.2,112,8,7,1749,1781,3539,16,13.0,4,yes,no,yes,3
1795,no,0.7999999999999999,yes,11,no,27,0.5,164,5,13,586,722,1372,16,3.0,20,yes,no,yes,1
1722,yes,0.7999999999999999,yes,0,no,19,0.2,147,2,3,409,646,1224,13,2.0,8,no,no,no,1
814,no,0.6,yes,1,no,64,1.1,116,4,7,35,1309,3104,6,0.0,3,no,no,no,2
982,yes,0.6,no,0,yes,33,1.0,170,6,0,1008,1758,2270,7,5.0,5,yes,yes,no,2
645,no,1.1,no,9,yes,18,0.30000000000000004,197,8,12,442,1079,2650,7,5.0,19,yes,yes,yes,1
1524,yes,0.7999999999999999,yes,4,no,28,0.30000000000000004,134,1,5,952,1191,1370,14,5.0,18,yes,no,yes,1
589,yes,2.6,no,16,yes,51,0.7,121,1,17,244,1361,2748,10,4.0,8,yes,no,yes,2
1961,no,0.6,yes,5,no,18,0.7999999999999999,201,6,20,65,1055,621,7,4.0,9,yes,yes,yes,0
1874,no,0.6,yes,3,no,17,0.7999999999999999,99,6,6,1749,1767,726,17,3.0,10,yes,no,yes,1
1045,yes,0.6,no,7,no,42,0.2,121,3,8,716,1626,914,16,9.0,7,no,yes,no,0
1811,no,0.6,no,6,no,23,0.7999999999999999,133,6,19,433,1661,2786,12,6.0,21,yes,yes,yes,3
1097,yes,,,4,,45,0.6,207,1,5,179,1247,562,9,,11,yes,yes,no,0
1661,yes,2.6,no,2,no,41,0.2,98,7,18,787,1515,547,12,0.0,10,no,yes,yes,0
1542,no,0.7999999999999999,yes,1,no,60,0.9,207,7,12,704,822,1593,19,0.0,3,yes,no,yes,1
1344,no,1.1,no,0,yes,31,0.7,96,7,1,991,1638,2748,15,5.0,11,yes,yes,no,3
1191,yes,2.4,no,13,no,8,0.6,208,3,14,379,932,895,9,6.0,14,yes,yes,no,0
1451,no,0.9,yes,3,yes,10,0.30000000000000004,154,1,12,1518,1883,1034,10,0.0,9,yes,yes,yes,1
518,no,1.2000000000000002,yes,0,yes,39,0.5,101,5,7,855,1401,821,8,0.0,11,yes,yes,yes,0
1571,no,0.9,yes,8,no,59,1.0,121,3,16,1261,1383,3674,15,2.0,16,yes,no,yes,3
1314,yes,0.9,yes,0,no,24,1.0,166,6,0,115,1791,3835,14,13.0,18,no,yes,no,3
1078,no,2.6,no,3,no,14,0.30000000000000004,115,5,4,545,1300,2045,7,5.0,15,no,no,no,1
532,yes,2.7,no,1,no,40,1.0,128,6,2,818,1090,1231,16,11.0,3,no,yes,no,0
1046,yes,2.9,yes,7,no,33,0.7,139,4,13,42,1262,1818,17,16.0,16,yes,no,yes,1
1838,no,1.2000000000000002,yes,0,no,14,0.7999999999999999,114,5,1,168,1068,2471,18,6.0,8,yes,yes,yes,2
1743,yes,0.6,no,1,yes,55,0.2,150,5,3,719,755,2577,13,10.0,8,yes,yes,yes,2
1871,no,2.7,no,0,yes,30,0.5,162,1,13,163,874,1377,15,3.0,20,yes,no,no,1
1333,no,0.6,no,8,no,55,1.0,156,3,15,1162,1531,1734,6,2.0,12,yes,no,yes,1
1657,yes,0.6,yes,6,yes,4,0.2,115,3,12,626,1348,675,10,,13,yes,no,no,0
607,no,1.6,no,9,yes,18,1.0,172,2,14,329,656,2303,15,9.0,9,yes,no,no,1
1711,yes,0.9,no,8,yes,58,0.9,146,2,10,956,1292,1783,18,3.0,18,yes,no,no,2
848,yes,2.7,no,0,yes,58,0.2,133,4,15,1140,1983,2250,16,8.0,14,yes,no,no,2
1405,yes,2.6,yes,3,no,62,1.0,100,4,13,217,1623,923,14,13.0,19,yes,no,no,0
777,yes,2.6,yes,1,yes,10,0.2,195,7,14,444,1555,1721,19,3.0,19,yes,yes,yes,1
1377,no,0.6,yes,2,yes,35,0.2,204,2,3,227,772,1949,15,,16,yes,yes,yes,1
1829,yes,0.9,no,4,no,61,1.0,140,7,9,253,1764,2695,8,3.0,8,no,yes,yes,3
1699,no,0.6,no,0,yes,60,0.2,100,4,0,88,1046,443,15,1.0,12,yes,yes,no,0
743,no,1.6,no,1,no,14,0.4,188,5,13,334,594,1888,19,11.0,10,yes,yes,yes,0
1674,yes,0.6,yes,13,yes,32,0.7999999999999999,184,1,20,1281,1896,1269,17,4.0,21,yes,yes,no,1
516,yes,0.7999999999999999,no,4,no,57,0.2,196,3,7,168,1320,689,6,0.0,21,yes,yes,yes,0
1377,yes,1.4000000000000001,yes,2,no,12,0.2,115,1,13,898,1687,2892,17,1.0,13,no,no,no,3
991,yes,1.9000000000000001,yes,4,yes,55,0.7999999999999999,134,1,12,46,1069,1739,8,5.0,11,yes,no,yes,1
1512,yes,2.6,yes,11,no,47,0.7999999999999999,148,2,13,118,1170,889,18,6.0,6,no,no,no,0
1268,no,2.7,no,1,no,18,0.5,96,7,2,1187,1595,400,16,8.0,4,yes,yes,yes,0
1398,no,2.5,yes,0,no,46,0.2,148,7,1,1191,1347,2391,7,3.0,16,no,no,yes,2
810,no,2.4,no,3,no,45,0.9,171,1,9,526,1324,3433,15,,14,no,yes,yes,3
1544,no,2.4,no,1,no,43,0.9,192,2,11,346,966,3603,14,4.0,17,no,no,no,3
747,yes,0.7,yes,5,no,35,0.9,112,8,10,89,1538,2461,14,1.0,17,yes,yes,no,1
1737,yes,2.0,yes,0,yes,59,0.7999999999999999,158,6,0,137,846,3232,6,1.0,10,yes,yes,no,3
588,no,0.6,yes,1,no,57,0.4,198,2,5,1226,1389,3648,15,4.0,12,yes,yes,yes,3
1343,yes,2.2,yes,0,no,36,0.5,117,8,1,473,574,2202,18,14.0,16,no,yes,no,1
783,yes,1.4000000000000001,yes,1,no,64,0.30000000000000004,98,2,7,368,607,3864,17,10.0,10,no,no,no,3
503,yes,0.6,yes,14,no,22,0.6,184,6,20,239,1636,3079,17,3.0,18,no,no,no,2
1972,no,1.7000000000000002,yes,11,yes,58,0.4,90,8,19,654,882,2374,14,12.0,3,yes,yes,no,2
620,yes,2.3000000000000003,yes,0,yes,63,1.0,148,2,1,853,1781,2576,14,3.0,6,yes,yes,no,2
1539,no,3.0,no,11,yes,46,0.9,168,4,17,686,1305,2859,17,14.0,3,yes,yes,yes,3
1020,no,2.3000000000000003,no,8,no,16,0.7,163,8,10,992,1433,3145,17,,21,no,yes,no,3
1547,no,1.4000000000000001,yes,15,yes,35,0.2,183,5,20,115,1352,3199,14,9.0,7,yes,no,yes,3
1873,no,2.2,no,4,yes,41,0.5,154,8,5,275,1966,2729,15,8.0,12,yes,no,no,3
1731,yes,2.2,yes,1,no,12,1.0,196,1,6,461,1178,1521,9,4.0,6,yes,no,yes,1
1108,yes,2.0,no,4,no,54,0.7999999999999999,117,3,9,614,1212,2676,9,3.0,10,yes,no,yes,2
637,yes,0.7,yes,1,yes,50,0.4,107,5,13,193,989,2109,13,12.0,13,yes,no,no,1
620,no,0.7,no,8,no,16,0.30000000000000004,153,1,14,1105,1602,2264,16,15.0,5,no,yes,no,2
1673,no,0.6,yes,13,no,5,1.0,189,8,18,398,1263,817,16,6.0,11,yes,yes,yes,0
1564,yes,1.3,yes,0,yes,52,0.2,115,7,9,480,728,2831,13,10.0,4,yes,yes,yes,2
1977,yes,2.0,yes,2,no,31,1.0,161,1,17,775,1607,3024,13,5.0,20,no,no,yes,3
1526,yes,1.9000000000000001,yes,0,no,10,0.7,184,4,1,154,550,2680,16,5.0,14,yes,no,yes,2
1530,yes,1.9000000000000001,yes,3,yes,55,0.9,139,5,6,454,1762,1284,11,9.0,12,yes,yes,yes,1
1449,yes,2.6,yes,2,no,9,0.30000000000000004,165,8,16,737,1455,570,12,11.0,9,no,no,no,0
1346,no,1.6,no,1,no,14,0.6,200,1,3,419,556,2076,8,1.0,6,yes,yes,no,1
566,no,3.1,yes,1,no,8,0.7999999999999999,140,2,3,853,1737,2229,9,2.0,15,yes,no,yes,1
833,no,2.5,no,10,no,55,0.6,96,6,12,172,1239,1077,12,11.0,4,yes,yes,no,0
804,no,0.6,yes,3,no,43,0.7,163,5,6,527,734,3065,17,13.0,5,no,yes,no,2
1925,no,1.4000000000000001,no,3,no,24,1.1,96,4,4,874,1264,2481,9,,16,yes,yes,no,2
1195,yes,3.1,no,10,no,56,0.5,206,3,17,674,864,2396,19,11.0,15,yes,yes,no,2
906,yes,1.3,yes,10,yes,31,0.9,122,3,11,657,1014,2816,13,,20,yes,no,no,2
1287,no,2.5,no,1,yes,51,1.1,150,7,2,475,500,2096,8,0.0,11,yes,no,no,1
1925,no,1.1,yes,5,yes,14,1.0,164,4,6,15,525,2521,13,0.0,17,yes,no,yes,2
1853,yes,2.0,yes,3,yes,12,1.0,208,6,11,293,1967,737,7,6.0,15,yes,no,yes,0
729,yes,1.6,no,0,yes,32,1.1,141,7,1,813,1377,1893,19,13.0,8,yes,no,yes,1
1398,no,1.6,yes,0,yes,44,0.2,128,6,1,173,1843,1388,7,1.0,9,yes,yes,yes,1
879,no,1.4000000000000001,yes,9,yes,46,0.9,145,1,14,457,652,3262,14,12.0,7,yes,no,no,2
698,yes,2.5,no,11,yes,35,0.30000000000000004,113,3,13,533,797,2024,14,11.0,5,yes,no,yes,1
1011,yes,1.1,yes,2,no,2,0.7,112,8,14,912,1043,1718,7,5.0,16,no,no,no,1
1528,no,1.2000000000000002,yes,2,yes,38,0.4,126,5,6,798,1418,3319,7,1.0,9,yes,yes,yes,3
989,no,2.1,yes,1,no,20,0.9,202,7,3,412,565,1456,11,3.0,9,yes,yes,no,0
1734,no,0.9,no,2,no,61,0.4,182,5,3,201,656,3942,17,11.0,21,no,yes,yes,3
1589,yes,0.6,no,0,no,50,1.0,158,8,15,299,874,463,17,4.0,5,yes,no,yes,0
506,no,2.9,yes,0,no,40,0.6,188,3,0,626,1195,472,6,0.0,17,yes,no,no,0
1161,no,2.8000000000000003,no,13,yes,28,0.30000000000000004,90,8,18,378,751,2497,10,0.0,10,yes,yes,yes,2
1912,no,,,0,,29,0.7,156,7,2,333,639,2946,8,,3,yes,yes,yes,2
867,no,1.3,yes,8,no,59,0.2,169,3,9,805,1804,2363,16,11.0,20,yes,no,yes,2
1932,yes,2.1,no,11,no,16,0.9,196,8,12,1901,1920,1785,17,3.0,14,no,no,yes,2
1270,yes,3.0,no,9,yes,42,1.0,192,6,17,360,912,933,11,5.0,21,yes,yes,no,0
1001,yes,1.9000000000000001,yes,0,yes,27,0.2,177,4,1,20,745,1346,17,10.0,6,yes,no,no,0
1252,yes,1.5,no,8,no,44,0.30000000000000004,192,7,20,703,1011,1884,14,1.0,15,no,no,no,1
1102,yes,1.7000000000000002,no,12,no,15,0.2,122,8,14,919,1344,759,12,2.0,17,yes,yes,yes,0
817,no,2.1,yes,4,no,51,0.4,95,6,12,982,1291,3471,5,4.0,7,yes,no,yes,3
620,yes,0.6,yes,2,yes,57,0.30000000000000004,98,3,7,879,896,2401,18,15.0,18,yes,yes,yes,1
565,no,2.1,yes,3,no,47,0.4,125,7,12,211,684,3014,14,4.0,16,yes,no,no,2
1592,no,1.6,yes,12,yes,14,0.6,197,4,15,1058,1109,2838,6,5.0,5,yes,no,no,3
1033,yes,2.2,yes,2,yes,11,0.2,131,2,9,532,1247,2387,11,7.0,17,yes,no,no,2
911,yes,0.6,yes,9,no,30,0.5,107,3,10,290,773,596,12,0.0,5,yes,yes,yes,0
1481,yes,1.9000000000000001,yes,0,yes,24,0.2,156,6,0,327,645,3764,12,10.0,6,yes,no,no,3
1273,no,1.6,yes,0,no,2,1.0,171,1,1,1260,1788,894,15,13.0,21,no,yes,no,1
711,no,2.0,no,11,yes,13,0.2,91,8,15,570,1422,469,17,11.0,6,yes,yes,yes,0
1746,no,2.9,no,0,yes,62,0.7999999999999999,168,1,0,621,1558,347,10,6.0,15,yes,no,no,0
1316,yes,2.3000000000000003,no,0,yes,40,0.9,126,7,1,328,1858,3035,9,8.0,18,yes,yes,yes,3
1138,no,0.6,no,0,yes,9,1.0,160,6,2,1307,1767,2112,9,5.0,17,yes,no,yes,2
1041,yes,2.8000000000000003,no,11,no,56,0.4,135,8,13,497,618,3107,14,8.0,6,no,yes,yes,2
1302,yes,0.6,no,5,no,62,0.2,166,6,7,219,1037,876,15,3.0,11,yes,yes,no,0
734,yes,2.4,yes,7,yes,39,0.7,198,7,11,1163,1554,3683,19,3.0,16,yes,yes,yes,3
1094,yes,0.6,yes,10,no,11,0.6,177,3,14,468,571,739,14,4.0,12,no,yes,no,0
923,yes,2.3000000000000003,yes,12,yes,10,0.2,180,7,18,1272,1469,3155,8,2.0,12,yes,yes,no,3
1032,yes,0.6,no,4,yes,37,0.7999999999999999,157,1,8,503,551,2802,8,6.0,13,yes,no,yes,2
1011,yes,2.9,yes,7,yes,2,0.7,125,7,15,267,1841,2288,19,8.0,14,yes,no,no,2
1737,no,1.9000000000000001,yes,16,no,34,0.2,150,2,17,149,876,2394,17,15.0,20,yes,no,yes,2
1131,yes,2.9,yes,0,no,49,0.6,195,2,2,1070,1079,1859,8,4.0,6,yes,yes,yes,1
710,no,2.0,no,0,no,26,0.4,126,7,1,206,620,1421,10,6.0,17,yes,yes,yes,0
896,no,0.7999999999999999,no,2,yes,58,0.2,133,2,3,158,747,3307,12,7.0,3,yes,no,no,2
532,no,2.5,no,1,no,32,0.4,98,6,20,48,1012,961,17,7.0,7,no,yes,no,0
1483,yes,2.1,yes,0,no,35,0.6,115,3,0,249,522,2637,17,16.0,5,yes,no,yes,2
1489,no,0.6,no,6,yes,57,0.7999999999999999,94,3,12,140,768,2565,18,4.0,15,yes,no,no,2
1526,no,2.6,yes,11,yes,41,1.1,106,4,20,184,740,1938,7,0.0,10,yes,yes,yes,1
1818,yes,1.7000000000000002,yes,0,no,50,0.2,196,5,2,800,1089,3639,11,7.0,17,no,no,yes,3
629,no,1.9000000000000001,no,2,no,20,0.9,152,3,8,211,507,898,17,6.0,15,no,no,no,0
1897,no,0.6,no,2,yes,5,0.7999999999999999,144,1,11,725,1335,776,15,4.0,7,yes,yes,no,1
807,yes,,,0,,58,1.0,178,3,10,81,1544,3399,7,,3,yes,no,no,2
715,yes,1.7000000000000002,no,7,yes,2,0.5,191,8,9,1211,1378,487,10,6.0,5,yes,yes,yes,0
866,no,2.6,no,10,yes,24,0.7999999999999999,158,4,15,1362,1378,3966,13,8.0,13,yes,yes,no,3
1179,no,1.0,no,1,no,11,1.1,191,4,7,945,1923,1889,8,5.0,12,yes,yes,yes,1
584,no,0.6,no,8,no,32,0.7999999999999999,117,3,11,1043,1702,2979,6,1.0,21,no,yes,yes,2
1900,no,1.9000000000000001,yes,3,yes,56,0.30000000000000004,195,7,4,444,739,2116,10,5.0,20,yes,yes,yes,2
1160,no,0.7999999999999999,yes,1,yes,29,0.7999999999999999,133,2,20,311,1796,1544,17,9.0,16,yes,no,yes,1
1453,yes,0.6,no,5,yes,57,0.7,191,8,12,812,1456,3040,15,,19,yes,no,yes,3
1822,yes,1.5,no,5,no,51,1.0,173,7,10,202,1884,2483,11,9.0,12,no,no,no,2
582,yes,2.2,yes,0,no,24,0.5,145,4,5,404,898,3567,12,,9,yes,no,yes,2
1265,yes,2.1,no,0,no,5,0.5,156,6,3,954,1609,1960,9,6.0,5,yes,yes,yes,2
1239,no,0.6,no,2,no,27,0.2,97,8,5,274,603,2456,14,0.0,9,yes,yes,yes,2
516,yes,1.7000000000000002,no,7,yes,37,0.2,182,1,9,956,1723,3394,12,8.0,6,yes,yes,yes,3
723,no,0.6,yes,6,yes,6,0.5,204,4,9,1446,1988,532,8,4.0,9,yes,no,yes,0
605,yes,2.6,yes,3,no,35,0.7999999999999999,136,3,16,692,1057,3705,13,1.0,10,no,no,yes,3
1822,yes,1.8,yes,0,yes,64,0.7,171,1,3,1157,1951,576,10,2.0,19,yes,yes,no,1
1217,no,1.1,no,4,no,16,0.2,140,4,8,454,1473,2634,7,1.0,16,no,no,yes,2
699,no,2.8000000000000003,yes,5,yes,20,0.5,183,2,6,478,1477,261,12,6.0,5,yes,yes,yes,0
719,yes,0.6,yes,4,no,10,0.7,208,1,5,217,1106,690,10,7.0,16,no,yes,no,0
1350,yes,2.1,yes,5,no,36,0.4,155,6,6,468,741,2556,19,1.0,13,no,yes,no,2
1166,yes,2.7,yes,0,no,61,0.4,98,1,6,1107,1656,3861,11,10.0,18,no,yes,no,3
580,yes,0.6,no,9,yes,62,0.4,180,5,13,626,1134,2979,15,12.0,6,yes,yes,yes,2
1973,yes,0.6,yes,0,no,40,0.4,196,7,19,485,922,573,8,7.0,18,yes,yes,no,0
1796,yes,0.6,yes,5,yes,55,0.6,96,7,7,43,627,404,14,7.0,15,yes,no,yes,0
1599,yes,1.0,no,4,yes,4,0.6,95,1,19,880,1145,2132,8,3.0,16,yes,yes,no,2
1242,no,1.7000000000000002,no,0,no,39,0.2,156,2,9,1511,1756,3262,13,1.0,18,no,no,yes,3
1996,yes,0.9,yes,2,yes,7,0.7,98,8,4,667,711,456,11,8.0,7,yes,yes,no,0
991,yes,1.7000000000000002,yes,11,yes,24,0.7,166,8,17,614,679,2821,16,13.0,6,yes,no,yes,2
1182,yes,1.3,no,5,yes,50,1.1,154,4,20,925,1252,1466,7,3.0,21,yes,yes,yes,1
720,no,2.9,no,10,no,59,0.9,123,6,13,1185,1387,1826,11,9.0,4,yes,yes,no,1
1672,yes,1.7000000000000002,yes,0,no,47,0.9,149,8,15,1706,1886,878,16,0.0,6,yes,yes,no,1
536,yes,2.6,no,1,yes,21,0.4,174,7,9,347,1477,2708,7,5.0,19,yes,yes,no,2
1568,yes,0.6,yes,0,no,20,0.6,136,2,0,1603,1930,661,14,9.0,14,yes,yes,yes,1
1937,no,0.6,no,0,yes,29,0.7,134,5,9,806,860,457,9,2.0,7,yes,no,yes,0
506,yes,2.9,yes,2,no,54,0.5,173,2,10,1207,1539,2380,17,11.0,3,yes,no,no,2
1319,no,1.9000000000000001,yes,2,no,43,0.6,123,5,3,179,613,3438,16,13.0,6,no,yes,yes,3
919,yes,0.6,no,1,yes,31,0.6,98,6,2,423,909,3426,19,,14,yes,yes,no,3
1085,no,1.1,no,6,no,52,1.0,136,2,20,925,1469,683,19,18.0,20,yes,yes,yes,0
1749,no,0.6,no,4,no,13,0.7999999999999999,195,6,12,800,873,3107,7,1.0,11,yes,no,no,3
1451,yes,0.6,yes,0,no,52,0.7,115,6,0,211,947,2038,5,1.0,11,no,yes,no,1
1874,yes,0.6,yes,14,no,49,0.30000000000000004,149,7,18,81,1389,3155,16,15.0,6,yes,yes,no,3
1798,no,1.7000000000000002,yes,5,no,7,0.2,111,4,6,667,798,1644,9,4.0,4,no,yes,yes,1
1099,no,1.5,no,0,no,60,0.9,191,1,17,405,519,511,15,12.0,13,yes,no,no,0
1564,no,0.6,yes,1,yes,20,0.9,182,8,10,678,1676,3467,16,,7,yes,yes,no,3
1435,yes,2.4,no,8,yes,27,1.0,163,7,12,1619,1651,3902,18,,3,yes,no,yes,3
742,no,1.9000000000000001,no,1,no,12,0.30000000000000004,133,1,11,935,1147,1107,7,6.0,20,no,yes,yes,0
505,yes,1.9000000000000001,yes,1,yes,13,0.7999999999999999,141,1,4,1495,1688,3119,19,6.0,10,yes,no,yes,3
1022,no,1.6,no,13,yes,7,0.7999999999999999,106,3,18,870,1613,1144,13,,9,yes,no,yes,1
1826,yes,0.9,no,4,yes,19,1.0,153,2,5,1055,1738,2383,14,1.0,6,yes,no,no,2
1514,no,0.7,yes,1,yes,54,0.5,144,3,2,220,1838,3368,7,3.0,12,yes,no,yes,3
1946,yes,1.9000000000000001,yes,0,yes,31,0.9,97,4,10,1111,1362,2562,7,3.0,9,yes,no,no,3
629,yes,1.7000000000000002,yes,3,yes,12,0.30000000000000004,141,7,17,447,819,2478,17,1.0,11,yes,no,no,1
1604,no,2.8000000000000003,no,4,yes,46,0.7,128,1,5,273,1062,1864,16,9.0,3,yes,no,yes,1
1735,yes,1.6,yes,4,yes,6,1.0,180,1,15,590,997,3490,6,4.0,11,yes,yes,yes,3
588,no,,,10,,8,0.6,152,8,14,116,598,3180,9,,11,yes,no,yes,2
1530,no,2.5,no,2,no,37,0.30000000000000004,166,8,3,306,564,735,15,0.0,15,yes,yes,no,0
1428,no,1.7000000000000002,no,4,yes,12,0.7999999999999999,184,5,16,1573,1694,1279,14,9.0,6,yes,no,no,1
1372,no,1.5,no,5,yes,6,0.30000000000000004,168,6,8,1392,1783,3705,13,10.0,12,yes,yes,no,3
611,yes,0.6,no,4,yes,10,0.2,91,6,6,113,1524,1907,16,,19,yes,yes,yes,1
842,no,1.3,yes,5,yes,15,0.4,188,6,8,526,1728,2638,12,2.0,7,yes,yes,no,2
862,yes,1.4000000000000001,yes,1,yes,49,0.7999999999999999,151,6,13,692,979,3871,16,14.0,21,yes,yes,yes,3
914,yes,2.9,yes,6,yes,46,0.5,94,4,11,995,1310,853,8,,5,yes,yes,yes,0
1367,no,0.7,no,0,yes,31,0.4,135,4,0,293,970,1302,14,7.0,14,yes,no,yes,0
1349,no,1.6,yes,10,no,56,0.4,105,1,19,398,1528,2458,13,0.0,14,yes,yes,yes,2
1646,no,2.9,no,0,yes,44,1.1,147,8,0,358,791,2362,7,4.0,20,yes,no,no,2
958,no,2.0,yes,1,no,42,0.2,143,7,11,403,1614,3702,10,0.0,8,yes,yes,no,3
666,no,1.6,no,5,yes,6,1.0,174,2,19,1076,1472,3776,11,5.0,19,yes,no,no,3
1876,yes,,,1,,19,0.9,202,2,9,1238,1418,1220,15,,18,no,yes,no,1
890,no,2.7,yes,2,yes,33,0.5,208,2,17,327,1683,3409,12,,21,yes,no,no,3
1079,yes,1.8,yes,1,no,58,0.9,96,7,13,135,1892,3904,9,3.0,4,yes,no,no,3
1025,yes,2.4,yes,5,yes,30,0.30000000000000004,90,8,7,5,1744,2088,10,,20,yes,yes,yes,1
1428,yes,0.9,no,2,yes,42,0.7,94,3,10,715,1163,1358,15,9.0,17,yes,no,yes,1
833,no,1.8,yes,7,yes,26,0.7999999999999999,187,5,11,511,621,1706,6,5.0,21,yes,yes,yes,0
1498,yes,1.4000000000000001,yes,0,yes,6,0.6,95,3,9,549,1383,3573,16,1.0,12,yes,yes,yes,3
1097,yes,2.7,yes,0,yes,44,0.7999999999999999,113,4,5,838,1066,3211,13,11.0,9,yes,yes,yes,3
1144,yes,1.2000000000000002,no,0,yes,6,0.6,208,4,0,739,1766,1275,19,0.0,7,yes,no,no,1
732,yes,0.6,yes,3,yes,27,0.2,122,5,10,62,846,3625,9,4.0,16,yes,yes,no,2
1903,yes,0.6,no,5,yes,41,0.7,141,2,17,3,1662,370,5,1.0,13,yes,no,no,0
1512,no,0.7,yes,1,no,32,0.7999999999999999,145,3,8,963,1520,856,8,2.0,11,yes,no,yes,1
1926,no,2.7,no,0,yes,59,1.0,146,6,0,1438,1923,3648,10,9.0,17,yes,no,yes,3
1827,no,1.2000000000000002,yes,13,yes,17,0.2,167,4,18,1621,1773,3132,12,4.0,3,yes,no,yes,3
1277,yes,0.6,yes,3,yes,5,0.30000000000000004,162,1,9,19,501,3786,13,4.0,5,yes,yes,no,3
989,yes,2.4,no,9,no,17,0.9,134,7,17,887,1274,3887,11,0.0,15,yes,yes,no,3
1540,yes,2.4,no,6,yes,13,0.30000000000000004,131,7,7,567,986,1496,18,10.0,13,yes,yes,yes,1
1967,yes,0.6,no,4,yes,29,0.6,159,5,13,584,676,2975,11,1.0,21,yes,yes,yes,3
1509,yes,1.0,yes,0,yes,42,0.5,133,5,0,682,888,1488,15,,20,yes,no,no,1
914,no,,,3,,47,1.0,192,3,6,724,794,1323,7,,7,no,yes,yes,0
771,yes,1.3,no,2,no,17,0.2,105,8,4,1384,1454,1879,18,2.0,12,no,no,yes,1
509,yes,2.0,yes,0,yes,39,0.7999999999999999,152,1,0,17,1084,2126,6,0.0,13,yes,yes,no,1
1386,yes,2.9,yes,15,no,60,0.2,92,3,18,983,1210,1223,18,12.0,16,yes,no,yes,1
1768,yes,1.4000000000000001,no,1,no,29,0.6,204,8,20,439,1306,2318,19,2.0,7,no,no,yes,2
1041,no,,yes,8,no,47,0.30000000000000004,140,8,9,384,1878,1744,18,,16,yes,no,no,1
1813,yes,2.6,no,4,yes,5,0.7,108,4,16,447,568,2702,13,,9,yes,yes,yes,2
1161,no,1.6,no,3,no,36,0.5,114,4,8,717,1206,2117,8,7.0,19,no,no,no,2
1990,yes,0.6,no,0,yes,16,0.2,104,8,1,153,696,3146,16,2.0,15,yes,no,no,3
1471,no,0.6,no,3,yes,58,0.6,160,7,8,1699,1850,1573,17,16.0,3,yes,no,no,2
837,no,0.9,yes,2,yes,42,0.9,138,5,18,396,1378,2585,15,2.0,14,yes,yes,yes,2
949,yes,0.6,no,1,yes,51,0.2,154,2,15,193,887,2917,17,1.0,7,yes,yes,yes,2
1448,yes,2.9,yes,0,yes,18,0.4,188,8,1,351,1769,3342,8,0.0,17,yes,yes,yes,3
